id,status,created_date,updated_date,estudios,user
871,true,8/3/2023,8/15/2023,Hebei Normal University,1
872,true,8/23/2023,3/4/2023,Abasyn University Peshawar,1
873,false,10/8/2023,10/18/2023,University of Tulsa,1
874,true,11/20/2023,2/25/2023,Centro de Enseñanza Técnica Industrial,1
875,true,12/8/2023,4/1/2023,Heisei International University,1
876,true,8/22/2023,10/27/2023,Cogswell Polytechnical College,1
877,false,4/11/2023,4/23/2023,Piedmont College,1
878,true,9/27/2023,4/21/2023,Centro Universitario Villanueva,1
879,false,10/30/2023,10/5/2023,Benguet State University,1
880,false,6/19/2023,12/16/2023,Shippensburg University of Pennsylvania,1
881,false,8/7/2023,11/5/2023,Universidad Nacional de la Patagonia Austral,1
882,true,7/20/2023,12/3/2023,Universidad de Medellín,1
883,false,3/2/2023,1/9/2024,St. Clair College,1
884,true,6/18/2023,10/12/2023,Chonnam National University,1
885,false,11/12/2023,8/18/2023,Universidad de León,1
886,false,10/17/2023,7/19/2023,Texas A&M International University,1
887,true,3/8/2023,2/9/2023,Ecole des Hautes Etudes Industrielles de Lille,1
888,true,1/22/2023,12/13/2023,Escuela de Ingeniería de Antioquia,1
889,true,3/18/2023,11/15/2023,American World University,1
890,false,6/7/2023,7/5/2023,Azerbaijan State Economic University,1
891,true,3/18/2023,7/21/2023,Universidad La Gran Colombia,1
892,false,5/30/2023,12/22/2023,Universidad Nacional de San Agustin,1
893,false,2/28/2023,8/24/2023,American University of Afghanistan,1
894,true,5/30/2023,3/21/2023,Xinjiang Normal University,1
895,false,6/24/2023,6/24/2023,"University of Moncton, Edmundston",1
896,true,4/5/2023,8/13/2023,Cyprus University of Technology,1
897,true,5/9/2023,8/14/2023,Kyoto University of Education,1
898,false,4/19/2023,9/28/2023,Kanagawa Institute of Technology,1
899,true,4/13/2023,2/2/2023,Leyte State University ,1
900,true,1/2/2024,3/24/2023,Saint Mary's University,1
901,false,9/24/2023,6/11/2023,Ben-Gurion University of the Negev,1
902,false,7/3/2023,2/15/2023,Ontario College of Art and Design,1
903,false,3/13/2023,10/12/2023,Kafr El-Sheikh University,1
904,true,8/7/2023,1/5/2024,Bishkek Humanities University,1
905,false,9/5/2023,1/22/2023,"Washington State University, Spokane",1
906,false,6/20/2023,5/4/2023,International College of Tourism and Hotel Management,1
907,true,4/5/2023,4/17/2023,Universidad Cientifica Latinoamericana de Hidalgo,1
908,false,1/2/2024,6/6/2023,London Institute of Management and Technology,1
909,false,2/2/2023,5/19/2023,Universitas Nasional Jakarta,1
910,false,9/9/2023,2/24/2023,University of Texas at El Paso,1
911,false,11/30/2023,6/15/2023,Shinshu University,1
912,true,2/17/2023,11/11/2023,Universidad de Oriente,1
913,true,7/14/2023,7/10/2023,Rivier College,1
914,true,4/23/2023,11/9/2023,Aga Khan University,1
915,true,3/7/2023,2/26/2023,International Theravada Buddhist Missionary University,1
916,false,5/14/2023,1/23/2023,Turkish Naval Academy,1
917,false,12/8/2023,3/1/2023,"Washington State University, Vancouver",1
918,true,6/14/2023,12/27/2023,Technological University of Podillya,1
919,true,3/17/2023,10/21/2023,Tamil Nadu Dr. Ambedkar Law University,1
920,true,1/24/2023,11/15/2023,Pontifícia Universidade Católica do Rio Grande do Sul,1
921,true,3/10/2023,7/29/2023,Universitas 17 Agustus 1945 Cirebon,1
922,true,1/2/2024,2/13/2023,National Aerospace University Kharkov Aviation Institute,1
923,true,12/11/2023,9/1/2023,Philippine Women's University,1
924,true,10/3/2023,6/29/2023,Ohtani Women's University,1
925,false,4/21/2023,11/6/2023,"Islamic Azad University, Garmsar",1
926,true,8/12/2023,6/30/2023,Maria Grzegorzewska College for Special Education,1
927,false,9/1/2023,10/5/2023,Universidad Piloto de Colombia,1
928,false,2/26/2023,9/11/2023,Charter Oak State College,1
929,true,12/2/2023,7/19/2023,Bundelkhand University,1
930,true,7/20/2023,7/30/2023,Debre Birhan University,1
931,false,10/5/2023,5/9/2023,York College of Pennsylvania,1
932,true,7/3/2023,6/4/2023,Iran University of Science and Technology Tehran,1
933,true,10/16/2023,10/21/2023,Wilberforce University,1
934,true,5/5/2023,8/26/2023,Academy of Arts,1
935,true,12/20/2023,5/31/2023,Chinhoyi University of Technology,1
936,false,4/30/2023,4/30/2023,Eberhard-Karls-Universität Tübingen,1
937,false,6/28/2023,8/25/2023,"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft",1
938,false,10/5/2023,4/18/2023,Guangdong Polytechnic Normal University,1
939,false,5/25/2023,5/26/2023,United States International University,1
940,false,8/27/2023,9/24/2023,North Carolina Central University,1
941,true,9/25/2023,6/5/2023,Marquette University,1
942,false,4/16/2023,12/1/2023,University of Eastern Philippines,1
943,true,12/7/2023,9/12/2023,Universidad del Norte,1
944,false,5/10/2023,5/17/2023,Pontificio Ateneo Antonianum,1
945,true,9/21/2023,5/27/2023,Sogang University,1
946,true,12/29/2023,9/3/2023,University of the South Pacific Centre,1
947,true,7/20/2023,10/14/2023,Uttarakhand Technical University,1
948,true,8/3/2023,4/3/2023,Texas Woman's University,1
949,true,11/6/2023,1/7/2024,Université Jean Monnet,1
950,true,8/28/2023,10/5/2023,Higher Institute of Business Administration,1
951,false,9/22/2023,4/3/2023,Irkutsk State Technical University,1
952,false,5/21/2023,7/25/2023,University of Namibia,1
953,false,8/27/2023,11/21/2023,"Davenport College of Business, Grand Rapids",1
954,true,4/28/2023,1/21/2023,John Brown University,1
955,true,1/7/2024,8/12/2023,Ecole Supérieure de Commerce de Dijon,1
956,false,7/25/2023,2/25/2023,Dalanj University,1
957,true,7/8/2023,3/13/2023,"Universidad Internacional SEK, Quito",1
958,true,12/9/2023,6/6/2023,Afe Babalola University,1
959,false,8/31/2023,3/1/2023,Chaopraya University ,1
960,false,10/9/2023,5/31/2023,Dongbei University of Finance And Economics,1
961,false,8/26/2023,9/19/2023,Universidad del Cine - Buenos Aires,1
962,false,5/29/2023,4/12/2023,Christopher Newport University,1
963,false,10/24/2023,10/19/2023,Aleksander Zelwerowicz State Theatre Academy,1
964,false,11/17/2023,6/28/2023,Universidade Federal de São Carlos,1
965,true,10/5/2023,12/22/2023,Hashemite University,1
966,true,9/6/2023,1/3/2024,Chongju National University of Education,1
967,false,4/4/2023,12/9/2023,Edith Cowan University,1
968,true,7/15/2023,5/23/2023,Ahmadu Bello University,1
969,true,3/3/2023,12/5/2023,Bilecik University,1
970,true,8/19/2023,1/30/2023,Zambian Open University,1
971,true,10/27/2023,12/1/2023,Université Catholique de Louvain,1
972,false,8/19/2023,12/4/2023,Purdue University,1
973,true,8/8/2023,1/14/2024,"Birla Institute of Technology, Ranchi",1
974,true,7/19/2023,7/19/2023,Yangzhou University,1
975,false,10/3/2023,12/14/2023,Pontifícia Universidade Católica do Rio de Janeiro,1
976,false,7/12/2023,4/6/2023,Université Val-de-Marne (Paris XII),1
977,true,12/23/2023,1/14/2024,Universidad Latina de Panamá,1
978,false,9/3/2023,7/2/2023,Tay Nguyen University,1
979,false,8/4/2023,4/24/2023,Central Academy of  Fine Art,1
980,false,8/31/2023,1/5/2024,Universitat Oberta de Catalunya,1
981,false,10/21/2023,1/1/2024,State University of New York at Stony Brook,1
982,true,7/5/2023,7/19/2023,University of Warsaw,1
983,false,1/24/2023,6/13/2023,Moscow State University of Technology (Stankin),1
984,false,8/12/2023,6/6/2023,Universidad Nacional Evangélica,1
985,true,7/28/2023,8/24/2023,The University of Nottingham Ningbo China,1
986,false,11/17/2023,6/6/2023,Yeshiva University,1
987,true,10/6/2023,9/6/2023,Baskent University,1
988,false,9/29/2023,3/29/2023,Ivanovo State Textile Academy,1
989,true,9/11/2023,12/10/2023,Yukon College,1
990,false,3/7/2023,9/15/2023,Universidad Católica de Honduras,1
991,false,9/3/2023,8/6/2023,Maharaja Sayajirao University of Baroda,1
992,false,10/29/2023,11/13/2023,Cambodian Mekong University,1
993,false,3/20/2023,6/5/2023,Trinity College Connecticut,1
994,true,12/29/2023,9/5/2023,Zhongnan University of Technology,1
995,true,3/10/2023,10/29/2023,Botswana Accountancy College,1
996,false,8/11/2023,7/21/2023,Western Connecticut State University,1
997,true,12/23/2023,7/27/2023,Gaziosmanpasa University,1
998,false,10/26/2023,9/2/2023,AISECT University,1
999,false,5/3/2023,8/28/2023,Chosun University,1
1000,true,2/22/2023,1/8/2024,Primier International University Perak,1
